DATE,TIME,SITE,Point 2 evaluation,POINT,LON,LAT,UTM ZONE,UTM LONGITUDE,UTM LATITUDE,ELEVATION,POSITION ERROR [m],NOTE,PRESSURE,TEMP_C,HUMIDITY,ACCUMULATION CHAMBER,ACK,0:CH4_LLIMIT [sec],0:CH4_RLIMIT [sec],CH4_LCONC,CH4_RCONC,CH4_SLOPE,0:CH4_SLOPE_ABS_ERR [ppm/s],CH4_FLUX,CH4_R2,1:H2S_LLIMIT [sec],1:H2S_RLIMIT [sec],1:H2S_LCONC [ppm],1:H2S_RCONC [ppm],1:H2S_SLOPE [ppm/s],1:H2S_SLOPE_ABS_ERR [ppm/s],1:H2S_FLUX [mol/mq/day],1:H2S_r^2,2:CO2_LLIMIT [sec],2:CO2_RLIMIT [sec],CO2_LCONC,CO2_RCONC,CO2_SLOPE,2:CO2_SLOPE_ABS_ERR [ppm/s],CO2_FLUX,CO2_R2,CO2_FLUX_g,CH4_FLUX_g,CO2_FLUX_kgm2s,CH4_FLUX_kgm2s
2023-04-02,10:15:21,domes,91,91,36.383929,-0.942768,-37,208834.125,9895686,1951.5,3.2,none,814.1,34.8,72.1,B,0.5,0.0,37.0,0.7,0.8,0.002681,0.0005659,0.00134,0.384,0.0,30.0,0.233,0.475,0.007064,0.000969,0.003532,0.647,14,44,346.5,376.4,1.02,0.01249,0.5101,0.996,22.449500999999998,0.021493599999999998,2.5983218749999996e-07,2.4876851851851847e-10
2023-04-03,07:48:25,domes,92,92,36.381766,-0.942867,-37,208593.234375,9895675,1940.9,3.2,none,815.1,26.4,66.3,B,0.5,62.0,92.0,0.4,0.5,0.003185,0.0007694,0.001593,0.371,0.0,30.0,0.45,0.59,0.004284,0.000433,0.002142,0.771,103,133,430.8,445.2,0.4917,0.01199,0.2458,0.983,10.817658,0.02555172,1.25204375e-07,2.957375e-10
2023-04-04,07:59:31,domes,93,93,36.379507,-0.94279,-37,208341.625,9895683,1928.8,3.2,none,816.2,27.5,70.0,B,0.5,34.0,64.0,0.8,0.9,0.004839,0.0005188,0.002419,0.75,0.0,30.0,0.448,0.573,0.005219,0.0004583,0.002609,0.817,11,44,357.9,375.4,0.5158,0.01819,0.2579,0.962,11.350179,0.038800760000000004,1.313678125e-07,4.4908287037037046e-10
2023-04-05,08:34:05,domes,94,94,36.377247,-0.942776,-37,208089.90625,9895685,1916.5,3.2,none,817.3,27.9,71.8,B,0.5,20.0,56.0,0.8,0.9,0.002608,0.0006571,0.001304,0.31,0.0,30.0,0.312,0.456,0.00419,0.0003137,0.002095,0.86,13,43,330.0,343.9,0.4808,0.009475,0.2404,0.989,10.580003999999999,0.02091616,1.2245374999999999e-07,2.4208518518518516e-10
2023-04-06,08:46:20,domes,95,95,36.375095,-0.942747,-37,207850.21875,9895688,1908.8,3.2,none,818.0,25.6,72.1,B,0.6,109.0,142.0,0.7,0.8,0.002827,0.0007497,0.001696,0.308,0.0,30.0,0.397,0.458,0.002594,0.000177,0.001556,0.881,119,149,399.8,467.7,2.417,0.02319,1.45,0.997,63.814499999999995,0.02720384,7.3859375e-07,3.148592592592593e-10
2023-04-07,08:59:32,domes,96,96,36.372655,-0.94271,-37,207578.453125,9895692,1897.3,3.2,none,819.1,25.0,61.6,B,0.6,5.0,35.0,0.5,0.7,0.006935,0.001513,0.004161,0.42,40.0,70.0,0.362,0.389,0.0009508,1.868e-05,0.0005705,0.989,11,41,518.5,545.7,0.9711,0.01834,0.5827,0.99,25.644627,0.06674243999999999,2.968128125e-07,7.724819444444443e-10
2023-04-08,09:20:54,domes,97,97,36.369608,-0.942537,-37,207239.078125,9895711,1888.6,3.2,none,819.9,29.6,53.0,B,0.5,90.0,120.0,0.4,0.5,0.002177,0.0005665,0.001089,0.338,28.0,58.0,0.378,0.396,0.0007169,1.929e-05,0.0003585,0.979,115,145,378.0,446.2,2.357,0.01603,1.179,0.999,51.88779,0.017467559999999997,6.00553125e-07,2.0217083333333328e-10
2023-04-10,09:49:06,domes,99,99,36.366051,-0.942677,-37,206842.90625,9895695,1891.3,3.2,none,819.6,31.2,50.3,B,0.5,0.0,30.0,0.3,0.4,0.003548,0.0006254,0.001774,0.526,23.0,53.0,0.145,0.289,0.004858,6.211e-05,0.002429,0.995,13,49,328.5,352.0,0.6376,0.009855,0.3188,0.992,14.030387999999999,0.028454959999999998,1.6238874999999998e-07,3.293398148148148e-10
2023-04-12,08:02:04,p1-155,101,101,36.358161,-0.940153,-37,205963.921875,9895973,1888.0,3.2,none,819.9,25.6,,B,0.5565,82.0,120.0,0.7,0.9,0.00251,0.0006093,0.001397,0.314,1.0,31.0,0.421,0.55,0.005775,0.0003737,0.003214,0.892,47,81,338.4,348.2,0.2942,0.009342,0.1637,0.968,7.204437,0.022407879999999998,8.33846875e-08,2.5935046296296294e-10
2023-04-17,10:26:00,p6-150,107,107,36.34731,-0.939947,-37,204755.328125,9895995,1953.8,3.2,none,813.9,26.6,78.2,B,0.5,106.0,136.0,0.8,0.9,0.004234,0.000636,0.002117,0.604,0.0,30.0,0.515,0.517,3.226e-05,1.915e-05,1.613e-05,0.089,17,51,395.2,407.7,0.3617,0.006725,0.1809,0.989,7.961409,0.033956679999999996,9.21459375e-08,3.930171296296296e-10
2023-04-22,12:25:28,p4-145,112,112,36.336168,-0.940014,-37,203514.328125,9895987,1819.8,3.2,none,826.2,24.4,75.2,B,0.6,72.0,102.0,0.7,0.8,0.004234,0.0006703,0.00254,0.579,0.0,30.0,0.502,0.51,0.0001843,3.599e-05,0.0001106,0.475,5,35,408.1,422.7,0.4661,0.008281,0.2796,0.991,12.305196,0.0407416,1.4242125e-07,4.715462962962964e-10
2023-04-26,10:58:35,p1-141,116,116,36.326905,-0.939855,-37,202482.578125,9896004,1901.4,3.2,none,818.7,27.4,60.7,B,0.5,4.0,34.0,1.3,1.4,0.004516,0.0009163,0.002258,0.456,5.0,35.0,0.48,0.482,0.0001056,1.657e-05,5.282e-05,0.584,0,30,414.8,426.6,0.4216,0.01056,0.2108,0.982,9.277308,0.03621832,1.0737625e-07,4.1919351851851853e-10
2023-04-28,11:37:41,p3-139,118,118,36.322421,-0.939777,-37,201983.140625,9896012,1900.4,3.2,none,818.8,30.4,57.6,B,0.5,7.0,42.0,0.7,0.9,0.005354,0.0004834,0.002677,0.783,67.0,97.0,0.547,0.605,0.001939,3.399e-05,0.0009694,0.991,67,102,429.9,435.4,0.1507,0.005115,0.07536,0.962,3.3165935999999996,0.04293908,3.838649999999999e-08,4.969800925925926e-10
2023-04-30,13:03:29,p4-46,120,120,36.370526,-0.92461,-37,207339.828125,9897694,1967.7,3.2,none,812.6,29.5,49.4,B,0.5,1.0,48.0,0.8,0.9,0.001867,0.0004194,0.0009336,0.301,0.0,32.0,0.511,0.515,2.406e-05,2.922e-05,1.203e-05,0.021,33,63,401.5,411.5,0.3452,0.00822,0.1726,0.984,7.596126,0.014974944,8.7918125e-08,1.7332111111111112e-10
2023-05-01,13:23:55,p6-47,121,121,36.372558,-0.924389,-37,207566.140625,9897719,1990.7,3.2,none,810.6,33.6,44.0,B,0.5,26.0,56.0,0.7,0.8,0.002782,0.0006371,0.001391,0.397,0.0,30.0,0.446,0.466,0.0007081,1.95e-05,0.000354,0.978,109,143,424.0,431.6,0.2261,0.006282,0.1131,0.975,4.977531,0.02231164,5.7610312500000006e-08,2.582365740740741e-10
2023-05-03,11:21:25,p1-56,123,123,36.392879,-0.925073,-37,209829.5,9897645,2177.4,3.2,none,793.8,36.1,52.9,B,0.5,57.0,98.0,0.5,0.8,0.004497,0.0005869,0.002249,0.595,78.0,108.0,0.489,0.488,-1.452e-05,1.662e-05,-7.258e-06,0.026,73,103,407.0,470.9,2.198,0.01958,1.099,0.998,48.366989999999994,0.03607396,5.598031249999999e-07,4.1752268518518526e-10
2023-05-05,12:17:17,p3-54,125,125,36.388447,-0.924879,-37,209335.859375,9897666,2088.9,3.2,none,801.7,27.3,57.4,B,0.5,43.0,73.0,0.7,0.7,0.002823,0.000692,0.001411,0.365,80.0,110.0,0.471,0.466,-0.0001,2.132e-05,-5e-05,0.431,27,58,454.1,471.6,0.5618,0.00674,0.2809,0.996,12.362409,0.022632439999999997,1.4308343749999998e-07,2.61949537037037e-10
2023-05-09,13:41:49,p7-50,129,129,36.379641,-0.925701,-37,208355.140625,9897574,2015.8,3.2,none,808.3,25.6,49.7,B,0.5,73.1,110.0,0.2,0.3,0.002729,0.0005622,0.001365,0.396,0.0,30.0,0.459,0.494,0.001043,3.505e-05,0.0005216,0.968,4,43,383.0,396.2,0.3378,0.005638,0.1689,0.99,7.433288999999999,0.021894599999999997,8.603343749999999e-08,2.5340972222222216e-10
2023-05-11,11:49:02,p1-172,131,131,36.269518,-0.942646,-37,196090.796875,9895690,1855.5,3.2,none,822.9,36.5,58.8,B,0.5,138.0,168.0,0.4,0.5,0.004839,0.0005188,0.002419,0.75,64.0,100.0,0.5,0.502,5.146e-05,1.58e-05,2.573e-05,0.233,70,100,555.8,633.5,2.591,0.01984,1.296,0.998,57.03696,0.038800760000000004,6.601499999999999e-07,4.4908287037037046e-10
2023-05-12,12:08:58,p2-115,132,132,36.271923,-0.942627,-37,196358.671875,9895692,1836.1,3.2,none,824.7,37.9,62.7,B,0.5,146.0,242.0,0.4,0.8,0.003687,0.0002125,0.001844,0.76,176.0,206.0,0.508,0.509,0.0001585,2.337e-05,7.923e-05,0.613,2,36,619.6,662.4,1.262,0.0134,0.6308,0.996,27.761508,0.029577759999999998,3.2131375e-07,3.4233518518518515e-10
2023-05-13,12:57:40,p3-116,133,133,36.274409,-0.94267,-37,196635.59375,9895688,1824.9,3.2,none,825.7,35.5,52.6,B,0.5,138.0,168.0,0.5,0.5,0.006935,0.001376,0.003468,0.467,0.0,30.0,0.205,0.43,0.008194,0.0001877,0.004097,0.985,60,90,443.3,468.5,0.8486,0.008581,0.4243,0.997,18.673443,0.05562672,2.1612781249999997e-07,6.438277777777777e-10
2023-05-15,13:45:07,p5-118,135,135,36.27853,-0.942406,-37,197094.59375,9895717,1837.0,3.2,none,824.6,29.4,47.8,B,0.5,82.0,114.0,0.9,1.0,0.002841,0.0007008,0.00142,0.346,90.0,120.0,0.407,0.419,0.0004165,1.448e-05,0.0002083,0.966,0,32,448.4,471.5,0.7114,0.01698,0.3557,0.983,15.654357,0.0227768,1.811846875e-07,2.6362037037037034e-10
2023-05-16,11:18:25,p1-119,136,136,36.280711,-0.942638,-37,197337.546875,9895692,1815.5,3.2,none,826.6,18.5,94.8,B,0.6,58.0,88.0,0.9,1.0,0.00375,0.000676,0.00225,0.515,0.0,30.0,0.456,0.759,0.01207,0.0005742,0.007241,0.938,12,48,666.4,684.9,0.5055,0.009616,0.3033,0.987,13.348233,0.03609,1.544934375e-07,4.177083333333333e-10
2023-05-17,11:40:06,p2-120,137,137,36.283034,-0.942739,-37,197596.296875,9895681,1785.0,3.2,none,829.4,18.4,95.7,B,0.6,127.0,157.0,0.7,0.8,0.002177,0.0005665,0.001306,0.337,31.0,61.0,0.534,0.536,0.0001008,1.522e-05,6.048e-05,0.602,2,32,528.4,557.0,0.9492,0.02762,0.5695,0.976,25.063695,0.02094824,2.900890625e-07,2.424564814814815e-10
2023-05-18,12:05:22,p3-121,138,138,36.285256,-0.942592,-37,197843.78125,9895697,1803.6,3.2,none,827.7,19.4,96.3,B,0.6,220.0,250.0,0.9,0.9,0.003548,0.0007434,0.002129,0.44,26.0,56.0,0.557,0.558,0.0001448,3.108e-05,8.685e-05,0.428,0,30,568.6,601.6,1.151,0.02237,0.6904,0.989,30.384504,0.03414916,3.516725e-07,3.952449074074074e-10
2023-05-19,12:21:41,p4-122,139,139,36.287358,-0.943037,-37,198077.953125,9895648,1785.4,3.2,none,829.4,20.1,96.3,B,0.6,190.0,222.0,0.5,0.7,0.006417,0.001402,0.00385,0.403,150.0,180.0,0.475,0.484,0.0003062,2.164e-05,0.0001837,0.874,0,32,648.6,686.7,1.194,0.01013,0.7164,0.998,31.528764,0.061753999999999996,3.6491625e-07,7.147453703703703e-10
2023-05-20,12:47:33,p5-123,140,140,36.2898,-0.942585,-37,198349.921875,9895699,1792.5,3.2,none,828.7,21.2,96.6,B,0.6,78.0,108.0,0.2,0.3,0.004183,0.0006153,0.00251,0.614,80.0,116.0,0.597,0.604,0.0001902,9.543e-06,0.0001141,0.919,114,144,820.1,843.8,0.7982,0.009547,0.4789,0.996,21.076389,0.0402604,2.439396875e-07,4.659768518518519e-10
2023-05-21,13:09:11,p6-124,141,141,36.292,-0.942474,-37,198594.96875,9895711,1800.7,3.2,none,828.0,21.3,96.6,B,0.6,100.0,132.0,0.4,0.5,0.003643,0.000664,0.002186,0.493,10.0,40.0,0.439,0.462,0.0008452,2.789e-05,0.0005071,0.969,6,38,467.3,480.0,0.3689,0.01129,0.2213,0.972,9.739412999999999,0.03506344,1.1272468749999999e-07,4.058268518518519e-10
2023-05-23,13:44:52,p8-126,143,143,36.296307,-0.942661,-37,199074.71875,9895691,1753.7,3.2,none,832.4,23.7,96.4,B,0.6,81.0,111.0,1.1,1.3,0.006855,0.001465,0.004113,0.43,158.0,188.0,0.504,0.508,0.000356,3.72e-05,0.0002136,0.76,2,32,529.1,544.3,0.5065,0.008837,0.3039,0.991,13.374639,0.06597252,1.547990625e-07,7.635708333333334e-10
2023-05-24,11:22:25,p1-127,144,144,36.298727,-0.94258,-37,199344.25,9895700,1746.6,3.2,none,833.0,28.4,88.2,B,0.6,166.0,196.0,0.7,0.9,0.01323,0.002282,0.007935,0.537,0.0,30.0,0.438,0.841,0.01666,0.001389,0.009996,0.832,10,40,579.1,615.6,1.306,0.04612,0.7834,0.965,34.477433999999995,0.12727739999999998,3.9904437499999994e-07,1.4731180555555555e-09
2023-05-25,11:42:44,p2-128,145,145,36.30098,-0.942597,-37,199595.203125,9895698,1746.6,3.2,none,833.0,31.1,93.5,B,0.6,8.0,40.0,0.4,1.0,0.009559,0.002429,0.005735,0.333,48.0,78.0,0.604,0.598,-6.53e-05,2.417e-05,-3.918e-05,0.201,42,72,540.7,568.1,0.9495,0.01378,0.5697,0.994,25.072497,0.09198939999999999,2.901909375e-07,1.0646921296296296e-09
2023-05-26,12:05:07,p3-129,146,146,36.303294,-0.942718,-37,199852.953125,9895685,1752.3,3.2,none,832.5,31.6,74.5,B,0.5,140.1,170.0,0.8,0.9,0.00484,0.0005182,0.00242,0.751,0.0,30.0,0.559,0.694,0.004974,0.0001759,0.002487,0.965,154,184,534.1,549.7,0.5255,0.01649,0.2628,0.972,11.565827999999998,0.0388168,1.3386374999999998e-07,4.492685185185185e-10
2023-05-27,12:26:15,p4-130,147,147,36.305485,-0.942607,-37,200097.0,9895697,1756.9,3.2,none,832.1,30.8,71.0,B,0.5,188.0,218.0,0.2,0.4,0.005076,0.0008618,0.002538,0.545,136.1,166.0,0.47,0.471,2.213e-06,2.535e-05,1.106e-06,0.0,10,40,508.5,533.8,0.9245,0.01635,0.4622,0.991,20.341421999999998,0.04070952,2.3543312499999996e-07,4.71175e-10
2023-05-28,12:54:48,p5-131,148,148,36.307722,-0.942578,-37,200346.15625,9895701,1765.5,3.2,none,831.3,30.9,69.2,B,0.5,184.0,214.0,0.5,0.8,0.005847,0.001174,0.002923,0.461,0.0,32.0,0.518,0.581,0.001943,4.892e-05,0.0009713,0.981,4,36,403.8,438.1,1.117,0.02112,0.5585,0.989,24.579584999999998,0.04688492,2.8448593749999996e-07,5.42649537037037e-10
2023-05-29,13:19:05,p6-132a,149,149,36.309596,-0.942488,-37,200554.875,9895711,1785.2,3.2,none,829.4,31.8,94.0,B,0.5,194.0,224.0,0.9,0.9,0.003105,0.0006489,0.001552,0.441,106.0,152.0,0.687,0.698,0.0002639,1.069e-05,0.0001319,0.931,6,42,627.3,712.6,2.234,0.01898,1.117,0.997,49.159169999999996,0.02489408,5.689718749999999e-07,2.881259259259259e-10
2023-05-30,13:27:09,p6-132b,150,150,36.30996,-0.942608,-37,200595.4375,9895698,1775.9,3.2,none,830.3,31.5,84.9,B,0.5,102.1,136.0,0.8,0.9,0.003305,0.000656,0.001652,0.435,142.0,172.0,0.535,0.532,-3.75e-05,1.918e-05,-1.875e-05,0.117,63,149,545.7,650.9,1.231,0.003091,0.6153,0.999,27.079352999999998,0.02649808,3.1341843749999995e-07,3.0669074074074075e-10
2023-05-31,13:48:35,p7-133,151,151,36.312217,-0.942561,-37,200846.828125,9895703,1844.7,3.2,none,823.9,34.7,91.1,B,0.5,42.0,72.0,0.2,0.2,0.002782,0.0006371,0.001391,0.397,180.0,210.0,0.616,0.604,-0.0004241,1.776e-05,-0.000212,0.952,0,30,430.7,475.5,1.479,0.02058,0.7394,0.994,32.540994,0.02231164,3.76631875e-07,2.582365740740741e-10
2023-06-01,14:07:25,p8-134,152,152,36.31373,-0.942568,-37,201015.34375,9895702,1835.4,3.2,none,824.8,30.3,67.9,B,0.5,75.1,117.0,0.3,0.4,0.002396,0.0004712,0.001198,0.387,165.0,198.0,0.44,0.449,0.0002338,1.336e-05,0.0001169,0.905,75,105,500.2,543.4,1.539,0.01917,0.7696,0.996,33.870096,0.01921592,3.9201499999999995e-07,2.224064814814815e-10
2023-06-02,07:57:44,domes,153,153,36.26916,-0.924559,-37,196049.359375,9897691,1975.4,3.2,none,812.0648789274,31.9727801158,44.4166240179,B,0.5,33.0,63.0,0.8215668242,0.8959694031,0.0046243269,0.0006530362,0.0024273171,0.6979048801,22.0,52.0,0.3902555867,0.397347836,0.0006064398,5.82257e-05,-0.7072458815,0.4314274795,48,78,290.5781493764,287.5829053879,0.0538010851,0.0048221594,-0.0693373245,0.4078126972,-3.051535651245,0.038934166283999996,-3.53186996671875e-08,4.506269245833333e-10
2023-06-06,09:18:52,domes,157,157,36.271764,-0.933632,-37,196340.1875,9896688,1950.7,3.2,none,813.9316292334,32.5012198483,35.2714974847,B,0.5,18.0,67.0,0.7046552714,0.7908809778,0.0024204682,0.0003649581,0.0012634726,0.4563715505,18.0,48.0,0.0232221343,0.2260636992,0.0067436224,9.96926e-05,0.1001652355,0.9973564572,51,81,284.2809998865,344.5709591832,2.3300356028,0.0219067873,1.1302617271,0.9776528845,49.742818609671,0.020266100504,5.757270672415625e-07,2.3456134842592594e-10
2023-06-07,09:38:47,domes,158,158,36.269311,-0.933536,-37,196066.953125,9896698,1952.1,3.2,none,814.2341203416,32.971330571,34.5662046895,B,0.5,30.0,60.0,0.5036470355,0.6987185259,0.0048103398,0.0011755639,0.0026279313,0.4222395008,16.0,46.0,-0.0392178756,0.1510271777,0.0070914878,8.91315e-05,0.4262237689,1.0,56,86,311.2104898607,384.4770237728,2.9122574195,0.0194025304,1.4446515164,1.0,63.579113236763995,0.042152018052,7.358693661662499e-07,4.878705793055555e-10
2023-06-10,10:42:00,domes,161,161,36.278178,-0.933136,-37,197054.578125,9896743,1948.1,3.2,none,814.3185460509,19.8516130992,0.0,B,0.5634,0.0,30.0,-0.0115522601,0.2986728105,0.0055607479,0.0013759866,0.003184193,0.359085718,22.0,52.0,-0.2722411019,0.0283431593,0.0124521494,0.0001954512,-0.3105105354,0.7089221325,11,41,327.8071022458,380.1165637603,2.0304665766,0.0304670527,1.11257565,0.8934223978,48.96445435649999,0.05107445572,5.6671822171875e-07,5.911395337962964e-10
2023-06-11,07:16:09,domes,162,162,36.285372,-0.924437,-37,197855.15625,9897706,2108.9,3.2,none,799.3971627363,19.9120952754,0.8153240863,B,0.5533,0.1,30.0,0.8030316688,0.8785564875,0.00484096,0.0005439703,0.0025552848,0.7450134688,0.1,30.0,0.6016711325,0.6085259338,0.0006609609,9.58467e-05,0.4008663663,0.9125442495,23,54,357.2411286174,392.9136953365,1.0962394174,0.0440578398,0.6189891012,1.0,27.241710343811995,0.040986768192,3.1529757342374995e-07,4.743838911111111e-10
2023-06-12,07:29:15,domes,163,163,36.282844,-0.924888,-37,197573.609375,9897656,2130.6,3.2,none,798.0895009725,20.2235570933,54.4082458094,B,0.552,38.0,87.0,1.0092240087,1.4945731159,0.009495743,0.0005996408,0.0051197467,0.8118001271,3.0,33.0,0.2379439891,0.4702364267,0.0084327178,0.0005053286,-0.5914666135,0.798809658,21,54,319.8585835811,326.1691858842,0.2875517932,0.0074766999,0.2394855029,0.8753884725,10.539756982629,0.08212073706800001,1.219879280396875e-07,9.504714938425926e-10
2023-06-13,07:41:30,domes,164,164,36.280494,-0.925193,-37,197311.875,9897622,2074.5,3.2,none,803.0718511036,31.2089716593,55.8796517913,B,0.5,66.0,96.0,0.8303592639,1.010911959,0.0059964097,0.0008781991,0.003149841,0.6616198665,0.0,30.0,0.2438624266,0.3528481822,0.00435648,0.0002088827,-0.4418343646,0.8612661654,3,34,284.8320113262,293.4476686562,0.3700669621,0.0283643975,0.0498014117,0.8751026303,2.1917601289169997,0.050523449639999995,2.5367594084687494e-08,5.84762148611111e-10
2023-06-16,09:04:32,domes,167,167,36.290242,-0.924683,-37,198397.625,9897679,2080.4,3.2,none,802.5185074555,31.663587934,67.7564531516,B,0.5,12.0,42.0,0.8043515068,0.9139921943,0.0023186457,0.0005215985,0.0010245338,0.3419267082,7.0,37.0,0.0840374223,0.3717901728,0.0108589119,0.0002343051,-0.2133815492,1.0,89,119,360.6493333982,445.349769701,3.0550464139,0.0384558027,1.5404206382,1.0,67.793912287182,0.016433522152,7.84651762583125e-07,1.902028026851852e-10
2023-06-19,09:34:21,domes,170,170,36.294177,-0.924577,-37,198835.921875,9897692,2050.0,3.2,none,805.1041828656,20.0635331158,77.9124448123,B,0.557,81.0,111.0,0.7073541927,0.8263837865,0.0044105326,0.0005770582,0.0025494224,0.68435486,4.0,34.0,0.0875837324,0.4901264128,0.0173423945,0.0008176971,0.0187070826,1.0,66,96,418.2406702708,513.9094763993,3.4471430383,0.0280363092,1.8929934012,1.0,83.310639586812,0.040892735296,9.642435137362501e-07,4.732955474074074e-10
2023-06-20,09:52:07,domes,171,171,36.296466,-0.924875,-37,199090.90625,9897659,2051.2,3.2,none,805.8268815607,31.8408715368,69.8005530038,B,0.5,24.0,54.0,0.7915123162,0.8634403414,0.0035917225,0.0005510825,0.0018723075,0.5772531063,5.0,35.0,0.0606317982,0.4105411281,0.0132486688,0.0002843976,0.1886571984,0.633779007,113,143,489.0169262323,583.7739968035,3.5008093185,0.0355569699,1.8482476265,0.9812603104,81.341378042265,0.0300318123,9.414511347484376e-07,3.4759042013888884e-10
2023-06-21,10:14:57,domes,172,172,36.298655,-0.924582,-37,199334.703125,9897691,2017.9,3.2,none,808.5108798281,19.6861074338,82.6293722782,B,0.559,0.0,30.0,0.8000742533,0.9008087,0.0053017501,0.0007282359,0.0028971372,0.6750613299,4.0,34.0,0.1263869797,0.4671643557,0.0139060085,0.0007156413,-0.5597497917,1.0,116,146,517.1268245384,627.5011421631,4.1271202004,0.061861018,2.3206421992,1.0,102.13146318679199,0.046470080687999994,1.1820771202175e-06,5.378481561111111e-10
2023-06-24,11:06:47,domes,175,175,36.305538,-0.924376,-37,200101.34375,9897715,1953.8,3.2,none,813.6677336341,35.642125902,37.7930594425,B,0.5,76.0,106.0,0.2968709658,0.4105719526,0.0033964142,0.000599566,0.0015467343,0.4741866572,0.0,30.0,0.220459403,0.2797892788,0.0020073265,0.0001544182,-0.091328725,1.0,80,111,426.5173690698,462.8832451163,0.7144290638,0.0112342025,0.2619510031,0.7962978557,11.528463646431,0.024809618172,1.334312922040625e-07,2.8714835847222225e-10
2023-06-25,11:21:33,domes,176,176,36.307688,-0.924525,-37,200340.84375,9897698,1941.1,3.2,none,815.1675375683,19.8510983706,35.845960604,B,0.5638,50.0,80.0,0.7908442217,0.8813827839,0.0025975512,0.000690753,0.0012490825,0.3007568785,22.0,52.0,-0.290107962,0.0303537282,0.0132151471,0.0002794767,-0.3764612641,0.9375084653,29,59,350.9499689098,444.5580275397,3.2935720547,0.0473522348,1.737037144,1.0,76.44700470744,0.0200352833,8.848032952250001e-07,2.318898530092593e-10
2023-06-26,11:38:28,domes,177,177,36.310461,-0.924501,-37,200649.703125,9897701,1927.2,3.2,none,816.0840261884,33.9041003611,50.2360185486,B,0.5,91.0,121.0,0.7877654814,0.9008352266,0.0042480636,0.000645549,0.0022122186,0.628424679,16.0,46.0,-0.3004639906,0.1202098999,0.015690527,0.0003207741,-0.3538285943,1.0,77,107,405.2044809298,496.2119371223,3.6191224515,0.0290214954,1.8266638185,0.9054428317,80.391474652185,0.035483986344,9.304568825484374e-07,4.1069428638888884e-10
2023-06-27,07:13:41,domes,178,178,36.310001,-0.933564,-37,200599.234375,9896698,2011.6,3.2,none,808.1008887748,27.9795881772,62.2457786903,B,0.5,16.0,46.0,0.9036777937,0.9844335545,0.0049416622,0.0004330058,0.0023913955,0.736016092,109.0,139.0,0.5124844866,0.5204758264,-0.0003103578,2.7154e-06,0.3721646762,0.0,0,30,389.1425603305,389.5116412543,0.393121251,0.0251025038,0.028747816,0.8554079951,1.2651913821599998,0.03835798382,1.4643418774999997e-08,4.4395814606481476e-10
2023-06-28,07:34:58,domes,179,179,36.307628,-0.932958,-37,200334.875,9896765,2002.1,3.2,none,809.6915528937,33.3600267614,67.1533449277,B,0.5,41.0,77.0,0.7914472836,1.1014905125,0.0086419778,0.0006259515,0.004368279,0.8742257247,0.0,30.0,0.3432511577,0.6701050118,0.0117665412,0.0012665239,-0.1497440185,0.8338691755,101,131,414.3845378075,417.9032179276,0.2932260361,0.0190581073,0.1326094573,0.7225156601,5.836142215773,0.07006719516,6.75479423121875e-08,8.109629069444444e-10
2023-06-30,08:23:35,domes,181,181,36.300659,-0.932275,-37,199558.578125,9896840,2052.9,3.2,none,805.1756210548,35.0314640695,33.3681337682,B,0.5,0.0,30.0,0.2932361443,0.7082449146,0.009954063,0.0021951971,0.0048813068,0.4222207863,17.0,47.0,-0.0252849101,0.1945398226,0.0080341324,0.0001824536,-0.3371086442,1.0,11,41,315.2443876436,366.1745221683,2.1067689223,0.0190917024,0.9154873373,0.7826326427,40.290597714572996,0.07829616107199999,4.6632636243718743e-07,9.062055679629628e-10
2023-07-01,09:10:36,domes,182,182,36.297754,-0.930902,-37,199234.875,9896992,2025.7,3.2,none,807.8965958386,37.1288239789,30.6470812882,B,0.5,84.0,119.0,0.5039644884,0.7806264051,0.0039732135,0.0008325991,0.0017245893,0.3407847865,19.0,49.0,-0.2444540793,0.0442475301,0.0098978376,0.0001116144,0.7011473499,1.0,14,51,317.1787774875,320.8638837045,0.3220113158,0.0103089569,0.1972852835,1.0,8.682525326835,0.027662412371999998,1.004921912828125e-07,3.201668098611111e-10
2023-07-05,08:33:49,domes,186,186,36.330347,-0.924716,-37,202864.6875,9897679,1948.6,3.2,none,814.6044532083,29.7167629493,53.7053000664,B,0.5,50.0,80.0,1.0046181981,1.0784639685,0.0048048756,0.000579785,0.0022378445,0.6839158391,46.0,76.0,0.4368790868,0.4398607191,-0.0001710591,3.40872e-05,-0.473393917,1.0,10,40,281.2815371631,316.1434281013,0.4972283891,0.0284702858,0.2084962139,0.9528785902,9.175918373739,0.03589502578,1.062027589553125e-07,4.154516872685185e-10
2023-07-07,10:09:05,domes,188,188,36.336596,-0.924428,-37,203560.6875,9897712,1971.5,3.2,none,812.4568736576,33.1504041873,47.7355590338,B,0.5,0.0,31.0,0.7235839071,0.9174608493,0.005725864,0.0009152932,0.0029980953,0.5651720114,19.0,49.0,0.0699684839,0.2037143929,0.0054379416,6.40315e-05,-0.2234817262,0.618852102,11,41,311.90254408,317.1367341615,0.253724187,0.0223962071,0.1016241018,1.0,4.472476720218,0.048089448612,5.1764776854375004e-08,5.565908404166667e-10
